what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1362171158857
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1362171158857
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1362171158867
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1362171158867
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1362171158867
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1362171158867
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1362171158867
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1362171158867
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1362171158867
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1362171158867
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1362171158867
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1362171158867
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1362171158867
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1362171158867
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1362171158877
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1362171158877
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1362171158877
started,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1362171158877
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1362171158877
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1362171158877
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1362171158877
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1362171158877
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1362171158877
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1362171158877
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1362171158887
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1362171158887
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1362171158887
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1362171158887
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1362171158887
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1362171158887
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1362171158887
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1362171158887
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1362171158887
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1362171158887
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1362171158887
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1362171158887
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1362171158887
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1362171158887
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1362171158887
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1362171158887
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1362171158887
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1362171158887
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1362171158887
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1362171158897
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1362171158897
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1362171158897
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1362171158897
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1362171158897
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1362171158897
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1362171158897
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1362171158897
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1362171158897
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1362171158897
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1362171158897
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1362171158897
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1362171158907
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1362171158907
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1362171158907
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1362171158907
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1362171158907
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1362171158907
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1362171158977
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1362171158977
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1362171158977
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1362171158977
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1362171158977
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1362171158977
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1362171158977
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1362171158977
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1362171158977
started,bundle,org.eclipse.eclipsemonkey,1.0.0.200706060947,"org.eclipse.eclipsemonkey",1362171158987
started,bundle,org.eclipse.papyrus.log,0.7.2.v201101191114,"org.eclipse.papyrus.log",1362171158987
started,bundle,org.eclipse.papyrus.modelexplorer,0.7.2.v201101191114,"org.eclipse.papyrus.modelexplorer",1362171158987
started,bundle,org.eclipse.papyrus.ui.perspectiveconfiguration,0.7.2.v201101191114,"org.eclipse.papyrus.ui.perspectiveconfiguration",1362171158987
started,bundle,org.topcased.requirement,3.3.1.201102071538,"org.topcased.requirement",1362171158987
started,bundle,org.topcased.requirement.core,3.3.2.201102071538,"org.topcased.requirement.core",1362171158987
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1362171158987
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1362171158987
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1362171158987
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1362171158997
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1362171158997
os,sysinfo,,,"win32",1362171158997
arch,sysinfo,,,"x86",1362171158997
ws,sysinfo,,,"win32",1362171158997
locale,sysinfo,,,"fr_FR",1362171158997
processors,sysinfo,,,"4",1362171158997
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362171158997
java.runtime.version,sysinfo,,,"1.7.0_11-b21",1362171158997
java.specification.name,sysinfo,,,"Java Platform API Specification",1362171158997
java.specification.vendor,sysinfo,,,"Oracle Corporation",1362171158997
java.specification.version,sysinfo,,,"1.7",1362171158997
java.vendor,sysinfo,,,"Oracle Corporation",1362171158997
java.version,sysinfo,,,"1.7.0_11",1362171158997
java.vm.info,sysinfo,,,"mixed mode, sharing",1362171158997
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1362171158997
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362171158997
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1362171158997
java.vm.specification.version,sysinfo,,,"1.7",1362171158997
java.vm.vendor,sysinfo,,,"Oracle Corporation",1362171158997
java.vm.version,sysinfo,,,"23.6-b04",1362171158997
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362171197577
started,bundle,org.topcased.ui,2.5.2.201102071538,"org.topcased.ui",1362171212647
started,bundle,org.topcased.modeler.efs.uml,2.5.0.201102071539,"org.topcased.modeler.efs.uml",1362171212707
started,bundle,org.topcased.core,2.7.0.201102071538,"org.topcased.core",1362171228347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362171228467
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1362171228487
started,bundle,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler",1362171228777
started,bundle,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml",1362171228797
started,bundle,org.eclipse.jgit,0.10.1,"org.eclipse.jgit",1362171228797
started,bundle,org.eclipse.egit.core,0.10.1,"org.eclipse.egit.core",1362171228827
started,bundle,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui",1362171228857
started,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1362171228887
started,bundle,org.eclipse.emf.ecore.edit,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.edit",1362171228907
started,bundle,org.topcased.modeler.di,3.0.1.201102071538,"org.topcased.modeler.di",1362171228907
started,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1362171228927
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1362171228957
started,bundle,org.topcased.tabbedproperties,2.5.3.201102071538,"org.topcased.tabbedproperties",1362171228997
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1362171233177
started,bundle,org.eclipse.papyrus.core,0.7.2.v201101191114,"org.eclipse.papyrus.core",1362171233197
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.type.core",1362171233197
started,bundle,org.topcased.modeler.efs,2.5.0.201102071538,"org.topcased.modeler.efs",1362171233227
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1362171233277
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1362171233317
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1362171236097
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1362171236377
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362171239957
started,bundle,org.topcased.facilities,2.6.1.201102071538,"org.topcased.facilities",1362171247877
started,bundle,org.eclipse.gmf.runtime.common.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.common.core",1362171260017
started,bundle,org.eclipse.gmf.runtime.common.ui,1.4.0.v20100518-2230,"org.eclipse.gmf.runtime.common.ui",1362171260057
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1362171260307
started,bundle,org.eclipse.uml2.uml,3.1.2.v201010261927,"org.eclipse.uml2.uml",1362171260317
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1362171260347
started,bundle,org.eclipse.uml2.uml.edit,3.1.0.v201005031530,"org.eclipse.uml2.uml.edit",1362171260697
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v201005031530,"org.eclipse.uml2.common.edit",1362171260797
started,bundle,org.eclipse.emf.ecore.change,2.5.1.v20100907-1643,"org.eclipse.emf.ecore.change",1362171261457
started,bundle,org.eclipse.gmf.runtime.notation,1.4.1.v20100717-0059,"org.eclipse.gmf.runtime.notation",1362171261557
started,bundle,org.eclipse.uml2.common,1.5.0.v201005031530,"org.eclipse.uml2.common",1362171261557
started,bundle,org.topcased.modeler.diagrams,2.5.1.201102071538,"org.topcased.modeler.diagrams",1362171261567
started,bundle,org.topcased.modeler.uml.activitydiagram,2.6.1.201102071539,"org.topcased.modeler.uml.activitydiagram",1362171261757
started,bundle,org.topcased.modeler.uml.componentdiagram,3.0.2.201102071539,"org.topcased.modeler.uml.componentdiagram",1362171261767
started,bundle,org.topcased.modeler.uml.compositestructuresdiagram,2.5.1.201102071539,"org.topcased.modeler.uml.compositestructuresdiagram",1362171261777
